"ClimateBusiness","ID","LanguageOfText","annotation_id","annotator","created_at","id","lead_time","paragraph_translated","sentiment","updated_at"
True,"203079_4","DE",74,"1","2025-12-13T11:03:38.688524Z",3011,37329.624,"In 2016, 56% of expenditure was already heavily committed. This means that Parliament's ability to shape its own spending has already been significantly restricted. In 2019, it can be predicted that 67% of expenditure will be heavily committed, further restricting Parliament's scope for action. This tendency to clothe particular interests - and there are always reciprocal alliances - in funds will take its revenge in the long term by reducing our room for maneuver.","non_climate","2025-12-13T11:03:38.688524Z"
True,"289444_1","DE",75,"1","2025-12-13T11:03:57.820105Z",3012,25.44,"There are currently still seven differences between this law and the National Council, which our committee has also dealt with. Four of these were largely undisputed in the committee; the majority of these are editorial changes. I will go into more detail on the other three differences in the settlement of differences.","non_classifiable","2025-12-30T10:45:03.896281Z"
True,"278307_2","FR",76,"1","2025-12-13T11:04:10.738320Z",3013,18.637,"Initially, the Legal Affairs Committee considered that this would be a good solution in principle, while noting the complexity of the parliamentary initiative, which affects no less than six provisions in four different legal texts.","non_classifiable","2025-12-30T10:45:06.535411Z"
False,"305035_3","DE",77,"1","2025-12-13T11:04:24.600603Z",3014,16.09,"Demand will increase over the next few years. The Swiss Health Observatory estimates the demand for nursing staff at tertiary level to be 43[NB]400 people by 2029. In order to cover 100 percent of this demand with Swiss qualifications, an average of 6,900 qualifications would have to be obtained each year between 2019 and 2029, taking into account the current rate of people leaving the profession - which is 37 percent - in the first ten years after obtaining a qualification. To achieve 75 percent coverage, 5175 qualifications would be required. Some of these figures are also included in the message. They are an important argument for approving this proposal.","non_climate","2025-12-13T11:04:31.615058Z"
True,"300752_2","FR",78,"1","2025-12-13T11:04:47.368294Z",3015,10.669,"What we're talking about here is increasing transparency and the public's level of information concerning data that affect public health. The emissions concerned are, for example, nitrogen oxides, organic compounds or fine dusts that are hazardous to health. I think it's important to openly inform the public about their concentrations, and in particular whether or not they exceed set standards.","non_climate","2025-12-13T11:04:47.368294Z"
False,"270592_5","FR",79,"1","2025-12-13T11:05:13.108499Z",3016,25.229,"Then we are firmly of the opinion that a personal appearance before the competent authorities is necessary. This is a very serious matter. I would remind you that you also have to appear in person when applying for a passport. I see this in a similar dimension; changing the gender in the civil status register with just a letter or an email[NB]is the wrong approach. I think we should retain the requirement to appear in person.","non_climate","2025-12-13T11:05:13.108499Z"
True,"356464_6","FR",80,"1","2025-12-13T11:42:28.768198Z",3017,2271.345,"In article 8nbis paragraph 2, the majority of the commission proposes to maintain our council's version. This concerns the amount of the administrative penalty for reserve participants who fail to meet their commitments. The ceiling for the administrative penalty is set at 10 percent of annual sales, according to our Council's wording. The version of the Council of States, supported by a minority of the committee, is based on the amount of the lump-sum compensation or remuneration for participation in the reserve. Our Council's version is stricter. The majority's aim is to keep the penalty severe, so as to act as a deterrent, given the importance of preserving the reserves to which participants have committed themselves. This proposal was accepted by 17 votes to 6. The minority proposed to follow the Council of States.","non_classifiable","2025-12-30T11:17:06.768462Z"
True,"317925_1","FR",81,"1","2025-12-13T11:42:38.142393Z",3018,8.889,"There are no reliable data on the number of people who have already migrated in the past or who will migrate in the future for reasons linked to natural disasters or climate change-related upheavals. However, one constant has been identified: most of the people forced to leave their place of residence as a result of natural disasters or climate change-related upheavals are moving or have moved within the borders of the country in which they live.","climate","2025-12-13T11:42:38.142393Z"
True,"244655_1","FR",82,"1","2025-12-13T11:47:37.823391Z",3019,27.554000000000002,"This block concerns article 7a, which is a central element of the revised law. Along with my minority, I propose that you delete this article altogether. We were already opposed to it before the committee's work, but the situation has deteriorated even further since then.","non_classifiable","2025-12-30T11:17:25.561352Z"
True,"320602_5","FR",83,"1","2025-12-13T11:52:23.209735Z",3020,436.126,"Not doing so also runs counter to the ""polluter pays"" principle enshrined in the French Constitution. I would remind you that it is up to the project owner - which is perhaps why a proposal is on the table - to pay for measures which, I would remind you, must be proportionate. This is perhaps one of the issues at stake: making things even easier for project developers, but at the expense of the community. I think we can really rely on the cantons' argument: accompanying, compensatory and replacement measures improve the acceptance and acceptability of the project. They also enable the local population to see their project implemented in a more interesting way. As such, they are also a form of gesture which shows that we are seeking to gain support for the project. I therefore invite you to follow the proposals of the Conference of Energy Directors and the Conference of Public Works, Regional Planning and the Environment, and to reject this proposal by the National Council, thereby creating a divergence.","non_classifiable","2025-12-30T10:45:10.512899Z"
True,"262790_7","FR",84,"1","2025-12-13T11:55:07.750920Z",3021,164.035,"The proposal put forward by the Vogler minority, which was dealt with by the committee in its former composition, stipulates that only a quarter of the 50 percent reduction in CO2 emissions can take place abroad. This means a maximum of 12.5% abroad and a minimum of 37.5% within Switzerland. This means that with the Vogler minority proposal, the rate of emissions reduction would be between minus 1.7% and minus 3% per year. Minus 1.7% per year is slightly slower than in recent years, and minus 3% is faster.","climate","2025-12-13T11:55:07.750920Z"
True,"291755_1","FR",85,"1","2025-12-13T11:55:21.305294Z",3022,12.921,"In this block we have a number of proposals concerning the Federal Tax Administration. There are two ""philosophies"".","non_climate","2025-12-13T11:55:21.305294Z"
True,"331815_2","FR",86,"1","2025-12-13T11:55:57.627034Z",3023,94.67500000000001,"An identical motion was also submitted to the National Council during the summer session. The Federal Council is opposed to the adoption of this motion, explaining that a study on the development of the Lausanne-Geneva axis has already been carried out in 2020, with concrete proposals for the doubling of the existing railway line. In addition, the Federal Council plans to build the first stage of the new line between Morges and Perroy, as we decided a few minutes ago.","climate","2025-12-30T11:18:46.433740Z"
True,"339388_3","FR",87,"1","2025-12-13T11:56:31.814552Z",3024,40.944,"Also, to say that the context is different is not correct. Yes, the context is different compared to a few years ago, but it's not different compared to the end of 2023. SEM was already aware of the situation we'd be facing in 2024, and that there would be more requests in 2024 than in previous years.","non_classifiable","2025-12-30T11:19:21.486824Z"
True,"320847_2","FR",88,"1","2025-12-13T11:58:37.916208Z",3025,125.674,"These two initiatives are in line with the debates that have already taken place, notably around the Climate and Innovation Act, and because heating your home is a major political, environmental and safety issue. We are delighted that Parliament has taken matters in hand by accepting this law, which would provide considerable support if it were accepted in a popular vote on June 18.","climate","2025-12-13T11:58:37.916208Z"
False,"227089_2","FR",89,"1","2025-12-13T11:58:55.894294Z",3026,17.581,"It's worth taking a look at the current text. Article 7 of the Financial Market Supervision Act, which is the subject of a minority proposal by Mr. Noser, stipulates in paragraph 2 letter c that FINMA must take into account ""the different activities of supervised persons and the risks they incur"". This means risk-based supervision - ""eine risikobasierte Überprüfung"". What the majority is proposing is that the size of the banks concerned should be taken into account. The question is whether there is an automatic correlation between risk and size.","non_climate","2025-12-13T11:58:55.894294Z"
True,"306130_1","DE",90,"1","2025-12-13T11:59:27.238558Z",3027,30.917,"This is yet another initiative from the left-green corner that Switzerland has not been waiting for. The population currently has other problems than a biodiversity crisis, which does not exist. For the left, everything is always a crisis. First we had a climate crisis, now we have a biodiversity crisis. As I've already said, we don't have an energy crisis, we have an electricity crisis, but you don't want to know anything about that.","climate","2025-12-13T11:59:27.238558Z"
False,"280002_4","DE",91,"1","2025-12-13T11:59:51.874401Z",3028,24.215,"So you can be against a ban on a product and with the same conviction, the same liberality, be in favor of not advertising it. That's what we're talking about here. We are not talking about banning tobacco products, we are not talking about adult people, even young adult people, not being allowed to start smoking as soon as they reach the necessary age. We are only talking about whether a brutal and very harmful addictive substance should be advertised specifically to young people. That is what Article 118 is about, nothing more and nothing less.","non_climate","2025-12-13T11:59:51.874401Z"
False,"320797_1","FR",92,"1","2025-12-13T12:00:14.231228Z",3029,21.888,"A lease can be terminated by either party, subject to the terms and deadlines laid down by law. The landlord must attach a form informing tenants of the possibility of contesting the lease with the conciliation authority, a procedure which is free of charge. In the event of a dispute, the authority verifies that the notice is not contrary to good faith. In the commission's opinion, this legal framework is sufficient and adequately protects tenants for the following reasons.","non_climate","2025-12-13T12:00:14.231228Z"
True,"239359_5","FR",93,"1","2025-12-13T12:05:53.852626Z",3030,741.0,"To curb this problem, the European Commission has adopted a strategy to ban all kinds of plastic-based products - cutlery, plates, stirring sticks, straws, cotton buds, to name but a few.","non_climate","2025-12-30T11:26:54.306651Z"
True,"248579_3","DE",94,"1","2025-12-13T12:07:27.279807Z",3031,92.946,"Let's go down this path, because the present initiatives are not expedient, too radical and, in my view, nothing more than another hostage-taking of Swiss farmers under the regime of direct payments. Should wages only be paid in full to employees in future if they can prove that they only consume pesticide-free food and that they no longer use pesticides, especially in their private gardens and borders? Do we also want to prohibit people from taking the necessary medicine in the event of illness in the future? I think that's the wrong approach.","non_climate","2025-12-13T12:07:27.279807Z"
True,"248905_4","FR",95,"1","2025-12-13T12:07:43.553820Z",3032,15.855,"On the other hand, an indirect counter-proposal could only interfere negatively with work on the draft Agricultural Policy 2022 plus. It is in this context that measures must be taken to limit the use of pesticides, with the draft Agricultural Policy 2022 plus acting as an indirect counter-proposal to the initiatives.","non_climate","2025-12-13T12:07:43.553820Z"
True,"238154_4","FR",96,"1","2025-12-13T12:07:58.586777Z",3033,14.645,"Let's move on to the debate itself and try to sum it up in a few words, without getting too technical for this introductory debate. The fact that human activity is causing global warming is not disputed. The minority opposing the introduction of the subject fears that Swiss activism will increase the state's sphere of activity without any real benefit for the climate. On the other side of the political spectrum, the proposal is to refer the matter back to the Federal Council, with a view to drawing up a more incisive draft, more in tune with the scale of the challenge.","climate","2025-12-13T12:07:58.586777Z"
True,"300780_3","DE",97,"1","2025-12-13T13:18:44.804241Z",3034,4245.424,"In any case, it is uncertain whether centralization would even lead to the result that the author of the motion hopes for. In many cantons, environmental concerns already play a role in the issue of motor vehicle taxation. If a uniform regulation had to be created, a compromise would probably be reached, and this would mean that cantons with particularly environmentally friendly regulations would even have to backtrack - an approach that would hardly make sense, all the more so as this issue in particular was widely discussed in the cantons in order to arrive at the current regulations. The administration noted, for example, that there have been a total of fifteen referendums on motor vehicle taxes in various cantons over the last twenty years. This shows the broad democratic anchoring of the solutions created to date.","climate","2025-12-13T13:18:44.804241Z"
True,"206385_7","FR",98,"1","2025-12-13T13:19:47.133300Z",3035,61.933,"If hydropower and new renewable energies are not strengthened as a result of a possible rejection of the energy strategy, Switzerland will become dependent on imports of dirty electricity on a large scale. Our energy supply is already 65 percent dependent on fossil fuels such as oil and gas. A rejection would increase this fossil cluster risk instead of reducing it.","climate","2025-12-13T13:19:47.133300Z"
False,"308111_3","FR",99,"1","2025-12-13T13:19:56.411456Z",3036,8.87,"Finally, the author of the postulate calls for a study based on the situation during the pandemic. It seems to us that a study on this subject, with the information at our disposal, is not necessary today.","non_climate","2025-12-13T13:19:56.411456Z"
True,"295518_7","FR",100,"1","2025-12-13T13:20:16.037421Z",3037,19.353,"In January-February 2022, what are we talking about? Electricity supply and security of supply. These two motions are about exactly that! ""You know, technically, it might be a bit complicated"", we were told. Personally, I can only recommend that the National Council - I can't reproach our chamber, since you have enthusiastically supported these two motions every time - go and see what's going on in the industrial world, and give a helping hand to certain administrative staff who are not involved in everyday economic life, who don't see the technological progress that is being made, among other things, to recover this electrical energy of photovoltaic origin and transform it into usable energy. Photovoltaic energy of the day can be stored, we know how. In fact, a major company in Zurich is active in this field, a company that I visited with a colleague from the National Council who is part of the sister commission - thank God, others are thinking about it and seeing what's going on elsewhere. We can see that investments are being made in photovoltaics in Northern Europe. When we produce energy, we can transform it into steam and use it to heat water. A whole series of transformations can be carried out to make intelligent use of the energy generated by photovoltaics.","climate","2025-12-13T13:20:16.037421Z"
True,"336228_3","FR",101,"1","2025-12-13T13:57:16.135184Z",3038,2219.334,"The author of the motion explains that maintaining mountain and summer areas was already considered important in the objectives of the 2014-2017 Agricultural Policy. The Federal Council is of the opinion that the adjustments made at the time have more than met this objective. In the Agricultural Policy 2014-2017, the Federal Council had already significantly increased direct payments for mountain and summer regions from 2014 onwards. Every year, farms receive around CHF 140 million in contributions for maintaining an open landscape, and CHF 148 million in contributions for sloping and steeply sloping land. For the latter, the increase was around 30 percent on 2013.","non_climate","2025-12-13T13:57:16.135184Z"
False,"359033_1","DE",102,"1","2025-12-13T13:57:29.707223Z",3039,13.118,"This is about the basic definition of what a consultant is. To a certain extent, the concept is a definition at the beginning, followed by exceptions. In this basic concept, the majority differs from the minority; the President of the Swiss Confederation has already alluded to this.","non_climate","2025-12-13T13:57:29.708225Z"
False,"335595_2","FR",103,"1","2025-12-13T13:58:40.004433Z",3040,69.958,"We have little information on these charitable funds, but we can say that they are created more by companies that have been around for a long time and have a lot of resources. The social responsibility of charitable foundations and the social role they play in an ever-changing society can therefore be overlooked. The benefits they pay out to prevent financial difficulties or unemployment regularly give rise to discussions with the authorities, even though these benefits are, by definition, covered by the foundation.","non_climate","2025-12-13T13:58:40.005432Z"
True,"330427_7","DE",104,"1","2025-12-13T13:58:51.519299Z",3041,11.179,"At its meeting on August 31 [SR] of this year, the UREK of our Council pre-examined the initiative adopted by the Grand Council of the Canton of Geneva and referred to the Federal Assembly on September 2 [SR], 2022. It unanimously recommends that you do not follow it, as the various concerns have already been largely implemented.","non_climate","2025-12-13T13:58:51.519299Z"
True,"229168_9","DE",105,"1","2025-12-13T14:03:55.358453Z",3042,303.175,"In my view, there is actually a great danger that we will increase the risks with supposed transparency instead of reducing them. Regardless of the means of transport, anything that transports people is safe within the bounds of human judgment. If it were not, it would not be on the road. I must, can and may rely on this. That's all it needs. This is guaranteed by inspection and control reports as far as possible, without being subject to the Publicity Act.","non_climate","2025-12-13T14:03:55.358453Z"
True,"262828_1","FR",106,"1","2025-12-13T14:04:13.705164Z",3043,17.97,"The CO2 reduction target for the new vehicle fleet is the most important measure for reducing CO2 emissions in the transport sector, an area where I would remind you that CO2 emissions today are still higher than in 1990. The Swiss vehicle fleet is one of the most polluting in Europe, and no progress has been made in recent years.","climate","2025-12-13T14:04:13.705164Z"
True,"311125_4","DE",107,"1","2025-12-13T14:04:44.308576Z",3044,34.324000000000005,"The Federal Council recommended the motion for approval in 2017. In the meantime, the situation has changed considerably. It is therefore logical to reject this motion now. This is also in line with the decision you made in the fall session.","non_classifiable","2025-12-30T10:45:14.162234Z"
True,"332395_4","FR",108,"1","2025-12-13T14:05:07.888668Z",3045,23.132,"At present, the three car loading points of national importance are Lötschberg, Vereina and Furka. The proposed credit of 40 million is intended for these three loading points only. Car loading at Simplon completes a national route that is open and passable all year round. The continued operation of this loading point is therefore a cantonal task. Car loading via the Oberalp Pass has lost some of its importance now that the Lukmanier Pass remains open in winter.","non_climate","2025-12-13T14:05:07.890181Z"
True,"208724_1","DE",109,"1","2025-12-13T14:05:22.053544Z",3046,13.85,"This is an editorial adjustment. With this correction, we are aligning ourselves with the wording of Energy Strategy 2050.","climate","2025-12-13T14:05:22.053544Z"
True,"343910_1","DE",110,"1","2025-12-13T14:05:54.780421Z",3047,49.873999999999995,"I would like to thank the KVF of your Council for its willingness to compromise. You have seen that the Council of States unanimously approved both articles, i.e. Article 20 and Article 26b. The majority of your committee is proposing to follow the Council of States and eliminate these differences. I support this motion and thank you.","non_classifiable","2025-12-30T10:45:17.648734Z"
True,"307119_1","DE",111,"1","2025-12-13T14:08:17.913402Z",3048,145.636,"I must warn you briefly: For non-committee members, the flag in Article 10 is somewhat confusing, because paragraph 1 of the Federal Council's draft was split into two parts by our Council in the first round of the revision of differences - into a paragraph 0 and a paragraph 1 - after the National Council had already amended the Federal Council's draft during its first deliberation.","non_classifiable","2025-12-30T10:45:20.478627Z"
True,"278303_2","FR",112,"1","2025-12-13T14:08:33.417420Z",3049,15.169,"We have just come out of a very polarized vote on the subject, with the acceptance of the referendum against the previous revision of the hunting law, but I believe that a large majority of the population agreed that cohabitation should be encouraged. Cohabitation is really the key word, and it's also mentioned in this motion. However, there remains a profound divergence on how we can achieve this objective of cohabitation. Indeed, there are several avenues to follow, as this motion shows. There is the intensification of wolf regulation - which was at the heart of the last revision of the hunting law - and preventive measures, such as support for livestock farmers.","non_climate","2025-12-13T14:08:33.417420Z"
False,"312484_6","FR",113,"1","2025-12-13T14:08:46.777558Z",3050,12.959,"I'll go into a little more detail on the arguments. According to the National Council's Committee for Economic Affairs and Taxation, the urban hotel industry faces the same challenges as accommodation establishments in rural and mountain regions. The in-depth studies commissioned by SECO show a completely different picture. The studies showed no shortcomings in the financing of investments in the urban accommodation sector.","non_climate","2025-12-13T14:08:46.777558Z"
True,"236044_9","FR",114,"1","2025-12-13T14:08:55.752593Z",3051,8.499,"This is yet another reason why we recommend that you accept the minority's proposal and proceed with the initiative that my canton has the honor of proposing to you.","non_climate","2025-12-13T14:08:55.752593Z"
True,"333578_2","FR",115,"1","2025-12-13T14:10:33.667655Z",3052,193.442,"This is an important advantage over the promotion of biodiversity contributions through Quality Level II. As a result, a simultaneous adaptation of the evaluation criteria for quality level II is no longer necessary. On the contrary, it would complicate both project planning and implementation.","non_classifiable","2025-12-30T15:20:56.481453Z"
False,"244037_8","FR",116,"1","2025-12-13T14:15:17.383294Z",3053,8.601,"For all these reasons, we propose that you reject the postulate.","non_classifiable","2025-12-30T10:45:23.181383Z"
True,"235786_9","DE",117,"1","2025-12-13T14:15:54.993230Z",3054,37.258,"It is with this conviction that I believe we should conclude the long, long negotiations with Indonesia and then submit them to the relevant bodies for approval - and then accept the corresponding decision. The President of Indonesia, Joko Widodo, sent for me last year and told me: we have 280 million inhabitants, 40 million of whom belong to the middle class, with another 40 million to be added in the next ten years. These are the Indonesians who demand Western products and Western quality and are reasonably able to afford them.","non_climate","2025-12-13T14:15:54.993230Z"
True,"297642_8","FR",118,"1","2025-12-13T14:16:10.061085Z",3055,14.681,"Article 98a paragraph 3 concerns fines imposed on persons who publicly warn motorists of roadside checks. The majority wanted to repeal it, arguing that warning motorists that a check was in progress had an appreciable and useful preventive effect. The proposal put forward by the Töngi minority to maintain the fines was rejected by 13 votes to 12.","non_climate","2025-12-13T14:16:10.061085Z"
True,"246476_2","DE",119,"1","2025-12-13T14:23:45.729174Z",3056,459.104,"If we now take this path - and I can sense as a member of the Commission that we ourselves doubt our work and would like to go back to the Commission - then this is a path that can be taken in the future if the opposition and possibly the strength of the canton is there. But I see it as a dangerous path, a very dangerous path. The proper way, which I have nothing against, would be for Mr. Stöckli to submit an individual motion with his good reasons, which may be more credible to many colleagues than the decision of the majority of the Commission, and for it to be put to the vote.","non_classifiable","2025-12-30T10:45:26.504325Z"
True,"248517_2","DE",120,"1","2025-12-13T14:24:15.190441Z",3057,116.231,"If adopted, the two initiatives will force many farmers to give up farming due to the higher workload and costs, which will not be compensated by the market. Who should pay for this? Who pays for the extra work, who pays for the vet, who pays for the maintenance of the landscape, who pays for biodiversity? Anyone who answers these questions succinctly by saying that the market will sort it out, that consumers will pay the extra price, is taking the easy way out. Both initiatives severely restrict the production of agricultural foodstuffs. The production of agricultural products will become massively more expensive as a result, and there will also be major fluctuations in production as pests can no longer be effectively controlled. The threat of crop failures is severely worsening the security of supply in Switzerland. As a result, more foreign products will have to be imported, which we all do not want.","non_classifiable","2025-12-30T15:22:26.039103Z"
False,"239895_7","FR",121,"1","2025-12-13T14:24:30.656450Z",3058,15.122,"With regard to my minority proposal for paragraph 2, the question is what is the most appropriate level at which to define the maximum number of doctors authorized to practice. If you believe that the cantons are best placed to know how many doctors are needed on their territory, then you can support this proposal. This division of roles is also in line with the spirit of the constitutional mandate for medical care. The cantons are the appropriate level at which to assess needs, because they are close not only to the population, but also to the service providers. On the ground, the density of specialists varies greatly from one canton to another, and sometimes even within a single canton. The cantons are therefore best placed to take account of these specificities and of the proven needs in the regions.","non_climate","2025-12-13T14:24:30.656450Z"
True,"248581_5","FR",122,"1","2025-12-13T14:25:12.551362Z",3059,41.633,"In my opinion, the farmers' lobby shouldn't behave like the Mannschaft in soccer, believing it's winning all the time, because in the end it'll end up losing and thus defending its members very badly. To think that, because of the acceptance of the constitutional article on food security some time ago, the population is massively in favor of agriculture is to make a mistake in reasoning. The same reasoning that led the population to support the aforementioned constitutional article will lead people not to reject these two initiatives, but rather to accept them, because they want home-grown produce and clean agriculture. This is why these two initiatives will be accepted in the vote.","non_climate","2025-12-13T14:25:12.551362Z"
False,"262255_19","FR",123,"1","2025-12-13T14:25:32.507633Z",3060,19.637,"There are also many companies in the civilian market with which you are familiar, such as Glas Trösch, Mecaplex and Constellium, which manufacture glass and engine parts for military aircraft. These companies could also be excluded from financing by Swiss banks, since the initiative instructs the Federal Council to formulate similar conditions for the entire financial sector. They would therefore have to obtain their financing on less advantageous terms abroad. As Mr. Bauer has shown, this will exacerbate the sector's problems.","non_climate","2025-12-13T14:25:32.508632Z"
False,"274725_2","FR",124,"1","2025-12-13T14:39:30.362410Z",3061,837.234,"Article 43 deals with the introduction of lump-sum payments in the outpatient sector. The Liberal-Radicals have supported - and will continue to support - the introduction of lump-sum payments in the outpatient sector. This has been a long-standing demand of our party, and in our view it would be an effective solution for reducing and controlling the cost trends we have seen in recent years.","non_climate","2025-12-13T14:39:30.362410Z"
True,"316701_2","FR",125,"1","2025-12-13T14:39:43.127088Z",3062,20.719,"Let me now turn to the draft. As we will have ample opportunity to discuss the many details of this project, I have chosen to present to you the broad outlines of what will emerge again if we follow the majority of the commission in comparison with current law.","non_classifiable","2025-12-30T11:31:21.794315Z"
True,"227452_7","FR",126,"1","2025-12-13T14:40:17.058450Z",3063,36.638,"However, as I have explained, this line of argument did not find favor with the Committee, which therefore decided, by 17 votes to 8, to recommend that you do not proceed with this parliamentary initiative.","non_classifiable","2025-12-30T10:45:30.912204Z"
True,"194852_10","FR",127,"1","2025-12-13T14:40:27.128375Z",3064,9.775,"When it comes to hydropower, it's better to support large hydroelectric plants, which offer much greater potential for additional production, at lower cost and with less environmental impact.","climate","2025-12-13T14:40:27.128375Z"
True,"245870_2","FR",128,"1","2025-12-13T14:57:02.900417Z",3065,995.034,"The information I have received is that, in some cases, ultrasonic testing could not be carried out, which is not acceptable. This is what needs to be clarified now.","non_climate","2025-12-13T14:57:02.900417Z"
False,"363518_2","FR",129,"1","2025-12-13T14:57:38.666283Z",3066,39.086999999999996,"Why, then, does the majority of the commission wish to incorporate bureaucratic and administrative elements that will unnecessarily burden and constrain labor law, when the need to act, which would justify this bureaucratic burden, does not exist[NB]?","non_classifiable","2025-12-30T10:45:34.994647Z"
True,"317402_11","FR",130,"1","2025-12-13T14:58:34.627297Z",3067,55.605,"Clinging on to old power plants is an obstacle to the energy turnaround and a bad investment. Today, we need to focus fully on energy savings, because we know perfectly well that our energy-saving potential is currently equivalent to the capacity of our nuclear power plants, or around 30 percent of electrical energy.","climate","2025-12-13T14:58:34.627297Z"
True,"194742_8","DE",131,"1","2025-12-13T14:58:48.035311Z",3068,20.21,"We want to ensure a certain level of domestic production here, because we are talking about certain areas that are of strategic importance.","non_climate","2025-12-30T10:02:18.694848Z"
True,"326485_1","FR",132,"1","2025-12-13T14:59:24.356483Z",3069,36.029,"The petitions have not really been debated, as this is the result of the general discussions we had. It's worth pointing out, however - and this is why I'm taking the floor - that the Federal Roads Office is responsible for the maintenance and supervision of over 400 tunnels and almost 10[NB]000 engineering structures, which shows you the complexity of the network and the commitment required simply to guarantee network efficiency.","non_climate","2025-12-13T14:59:24.356483Z"
